dataset_name,image_name,I1,I2,I3,I4,I5,I6
tusimple,tusimple_test_clips_0530_1492630343318996369_0_20.jpg,0.956,0.724,0.322,0.604,0.031,3
tusimple,tusimple_test_clips_0530_1492630344318285686_0_20.jpg,0.944,0.759,0.281,0.643,0.04,3
tusimple,tusimple_test_clips_0530_1492630348315926731_0_20.jpg,0.946,0.946,0.298,0.661,0.038,3
tusimple,tusimple_test_clips_0530_1492630349315319837_0_20.jpg,0.942,0.862,0.288,0.6,0.041,3
tusimple,tusimple_test_clips_0530_1492630357310530180_0_20.jpg,0.719,1,0.373,0.603,0.001,3
tusimple,tusimple_test_clips_0530_1492630365305780056_0_20.jpg,0.994,0.702,0.276,0.511,0.022,3
tusimple,tusimple_test_clips_0530_1492630367304959069_0_20.jpg,0.993,0.785,0.406,0.509,0.019,3
tusimple,tusimple_test_clips_0530_1492630371302032554_0_20.jpg,0.98,0.399,0.584,0.665,0.022,3
tusimple,tusimple_test_clips_0530_1492630386293027988_0_20.jpg,0.994,0.604,0.274,0.629,0.017,3
tusimple,tusimple_test_clips_0530_1492630393288753931_0_20.jpg,0.976,0.688,0.291,0.588,0.006,3
tusimple,tusimple_test_clips_0530_1492630398285720550_0_20.jpg,0.933,0.334,0.69,0.584,0.011,3
tusimple,tusimple_test_clips_0530_1492630405281533960_0_20.jpg,1,0.578,0.234,0.617,0.023,3
tusimple,tusimple_test_clips_0530_1492630408279701034_0_20.jpg,0.887,0.544,0.24,0.642,0,3
tusimple,tusimple_test_clips_0530_1492630413276653236_0_20.jpg,1,0.578,0.272,0.563,0.005,3
tusimple,tusimple_test_clips_0530_1492630414278641440_0_20.jpg,0.994,0.635,0.287,0.653,0,3
tusimple,tusimple_test_clips_0530_1492630418273907745_0_20.jpg,0.929,0.692,0.325,0.615,0.005,3
tusimple,tusimple_test_clips_0530_1492630431265837350_0_20.jpg,0.981,0.562,0.247,0.59,0.002,3
tusimple,tusimple_test_clips_0530_1492630440260453990_0_20.jpg,0.975,0.63,0.319,0.628,0,3
tusimple,tusimple_test_clips_0530_1492630450254356565_0_20.jpg,0.965,0.588,0.353,0.64,0.014,3
tusimple,tusimple_test_clips_0530_1492630452253140159_0_20.jpg,1,0.571,0.27,0.613,0.014,3
tusimple,tusimple_test_clips_0530_1492630467245072517_0_20.jpg,1,0.768,0.318,0.538,0.004,3
tusimple,tusimple_test_clips_0530_1492630468243488660_0_20.jpg,1,0.682,0.296,0.597,0.001,3
tusimple,tusimple_test_clips_0530_1492630470242516612_0_20.jpg,1,0.75,0.301,0.517,0,3
tusimple,tusimple_test_clips_0530_1492630475239245785_0_20.jpg,1,0.761,0.31,0.607,0,3
tusimple,tusimple_test_clips_0530_1492630485233558054_0_20.jpg,0.949,0.751,0.302,0.651,0,3
tusimple,tusimple_test_clips_0530_1492630487231989666_0_20.jpg,0.968,0.818,0.273,0.626,0.001,3
tusimple,tusimple_test_clips_0530_1492630495227201767_0_20.jpg,1,0.764,0.311,0.616,0,3
tusimple,tusimple_test_clips_0530_1492630498225552356_0_20.jpg,1,0.634,0.305,0.695,0,3
tusimple,tusimple_test_clips_0530_1492630502225894528_0_20.jpg,1,0.692,0.306,0.588,0,3
tusimple,tusimple_test_clips_0530_1492630516214532014_0_20.jpg,1,0.766,0.363,0.499,0,3
tusimple,tusimple_test_clips_0530_1492630524209645048_0_20.jpg,1,0.741,0.334,0.68,0,3
tusimple,tusimple_test_clips_0530_1492630525209094421_0_20.jpg,1,0.653,0.33,0.572,0,3
tusimple,tusimple_test_clips_0530_1492630554191641655_0_20.jpg,0.966,0.666,0.308,0.622,0,3
tusimple,tusimple_test_clips_0530_1492630557189772086_0_20.jpg,0.976,0.966,0.379,0.603,0.012,3
tusimple,tusimple_test_clips_0530_1492630566184382417_0_20.jpg,1,0.875,0.376,0.65,0.008,3
tusimple,tusimple_test_clips_0530_1492630568183109828_0_20.jpg,1,0.896,0.431,0.638,0.001,3
tusimple,tusimple_test_clips_0530_1492630572180684863_0_20.jpg,0.983,0.729,0.369,0.59,0,3
tusimple,tusimple_test_clips_0530_1492630574179499235_0_20.jpg,1,0.838,0.347,0.589,0.001,3
tusimple,tusimple_test_clips_0530_1492630575178913068_0_20.jpg,1,0.787,0.355,0.586,0,3
tusimple,tusimple_test_clips_0530_1492630579176470398_0_20.jpg,1,0.749,0.351,0.618,0.001,3
tusimple,tusimple_test_clips_0530_1492630580175990659_0_20.jpg,1,0.852,0.425,0.573,0,3
tusimple,tusimple_test_clips_0530_1492630582174670101_0_20.jpg,1,0.839,0.343,0.628,0,3
tusimple,tusimple_test_clips_0530_1492630587171839261_0_20.jpg,1,0.86,0.339,0.602,0.001,3
tusimple,tusimple_test_clips_0530_1492630590169822592_0_20.jpg,1,0.935,0.388,0.573,0,3
tusimple,tusimple_test_clips_0530_1492630595168548707_0_20.jpg,1,0.945,0.42,0.616,0,3
tusimple,tusimple_test_clips_0530_1492630615154685029_0_20.jpg,1,0.753,0.371,0.664,0,3
tusimple,tusimple_test_clips_0530_1492630616154684453_0_20.jpg,1,0.763,0.323,0.556,0,3
tusimple,tusimple_test_clips_0530_1492630619152702503_0_20.jpg,1,0.779,0.323,0.564,0.011,3
tusimple,tusimple_test_clips_0530_1492630623149913266_0_20.jpg,1,0.657,0.285,0.628,0.008,3
tusimple,tusimple_test_clips_0530_1492630631145072411_0_20.jpg,1,0.714,0.336,0.626,0,3
tusimple,tusimple_test_clips_0530_1492630633143870969_0_20.jpg,1,0.984,0.377,0.508,0,3
tusimple,tusimple_test_clips_0530_1492630636142253593_0_20.jpg,0.991,0.706,0.331,0.635,0,3
tusimple,tusimple_test_clips_0530_1492630654131493967_0_20.jpg,0.988,0.683,0.315,0.711,0.014,3
tusimple,tusimple_test_clips_0530_1492630664125241227_0_20.jpg,1,0.894,0.35,0.614,0,3
tusimple,tusimple_test_clips_0530_1492630675120493272_0_20.jpg,1,0.882,0.341,0.596,0.002,3
tusimple,tusimple_test_clips_0530_1492630678116699154_0_20.jpg,1,0.839,0.331,0.601,0.002,3
tusimple,tusimple_test_clips_0530_1492630679116103145_0_20.jpg,1,0.864,0.403,0.564,0,3
tusimple,tusimple_test_clips_0530_1492630680115777157_0_20.jpg,1,0.884,0.426,0.575,0,3
tusimple,tusimple_test_clips_0530_1492630702102296363_0_20.jpg,0.987,0.954,0.414,0.604,0,3
tusimple,tusimple_test_clips_0530_1492630718092573205_0_20.jpg,1,0.942,0.372,0.569,0,3
tusimple,tusimple_test_clips_0530_1492630744076815615_0_20.jpg,0.918,1,0.35,0.603,0.002,3
tusimple,tusimple_test_clips_0530_1492630760067218583_0_20.jpg,1,0.909,0.298,0.54,0,3
tusimple,tusimple_test_clips_0530_1492630770061908881_0_20.jpg,1,0.758,0.32,0.619,0,3
tusimple,tusimple_test_clips_0530_1492630774058754391_0_20.jpg,1,0.863,0.35,0.6,0,3
tusimple,tusimple_test_clips_0530_1492630783053293226_0_20.jpg,1,0.815,0.358,0.63,0,3
tusimple,tusimple_test_clips_0530_1492630788052900828_0_20.jpg,0.976,0.765,0.292,0.621,0,3
tusimple,tusimple_test_clips_0530_1492630793047301338_0_20.jpg,1,0.872,0.293,0.6,0.001,3
tusimple,tusimple_test_clips_0530_1492630803041226376_0_20.jpg,1,0.863,0.343,0.582,0,3
tusimple,tusimple_test_clips_0530_1492630813037173240_0_20.jpg,0.983,0.758,0.324,0.647,0,3
tusimple,tusimple_test_clips_0530_1492630818032178013_0_20.jpg,0.991,0.845,0.367,0.602,0,3
tusimple,tusimple_test_clips_0530_1492630822029917221_0_20.jpg,0.945,1,0.413,0.557,0,3
tusimple,tusimple_test_clips_0530_1492630835021920991_0_20.jpg,0.994,0.836,0.326,0.641,0,3
tusimple,tusimple_test_clips_0530_1492630842017796604_0_20.jpg,1,0.912,0.359,0.627,0,3
tusimple,tusimple_test_clips_0530_1492630848014051813_0_20.jpg,0.972,0.812,0.366,0.639,0.001,4
tusimple,tusimple_test_clips_0530_1492630854010503280_0_20.jpg,0.991,0.956,0.564,0.637,0.225,3
tusimple,tusimple_test_clips_0530_1492630865003939229_0_20.jpg,1,1,0.769,0.715,0,2
tusimple,tusimple_test_clips_0530_1492631383626480848_0_20.jpg,0.994,0.854,0.408,0.632,0,3
tusimple,tusimple_test_clips_0530_1492631389620994812_0_20.jpg,1,0.908,0.475,0.646,0,3
tusimple,tusimple_test_clips_0530_1492631415605237852_0_20.jpg,1,0.913,0.394,0.646,0,3
tusimple,tusimple_test_clips_0530_1492631428597334711_0_20.jpg,0.994,0.784,0.366,0.619,0.001,3
tusimple,tusimple_test_clips_0530_1492631429596734476_0_20.jpg,1,0.767,0.403,0.629,0,3
tusimple,tusimple_test_clips_0530_1492631436592563874_0_20.jpg,0.994,0.836,0.378,0.624,0.001,3
tusimple,tusimple_test_clips_0530_1492631439590798183_0_20.jpg,1,0.757,0.374,0.671,0,3
tusimple,tusimple_test_clips_0530_1492631449584994109_0_20.jpg,1,0.807,0.382,0.637,0.001,3
tusimple,tusimple_test_clips_0530_1492631458579323189_0_20.jpg,0.97,0.909,0.352,0.606,0,3
tusimple,tusimple_test_clips_0530_1492631462578632536_0_20.jpg,0.994,0.894,0.394,0.621,0,3
tusimple,tusimple_test_clips_0530_1492631469572622991_0_20.jpg,0.988,0.799,0.359,0.614,0,3
tusimple,tusimple_test_clips_0530_1492631470572188814_0_20.jpg,1,0.83,0.408,0.611,0,3
tusimple,tusimple_test_clips_0530_1492631492558787812_0_20.jpg,0.921,0.815,0.292,0.576,0.014,3
tusimple,tusimple_test_clips_0530_1492631495557021988_0_20.jpg,1,0.88,0.334,0.612,0.013,3
tusimple,tusimple_test_clips_0530_1492631496558674543_0_20.jpg,0.952,0.867,0.395,0.63,0.014,3
tusimple,tusimple_test_clips_0530_1492631498555184541_0_20.jpg,1,0.675,0.28,0.681,0,3
tusimple,tusimple_test_clips_0530_1492631501553952982_0_20.jpg,1,0.873,0.367,0.651,0,3
tusimple,tusimple_test_clips_0530_1492631503552440918_0_20.jpg,1,0.809,0.302,0.668,0.001,3
tusimple,tusimple_test_clips_0530_1492631506550392233_0_20.jpg,0.994,0.829,0.411,0.608,0,3
tusimple,tusimple_test_clips_0530_1492631507551707983_0_20.jpg,1,0.719,0.319,0.608,0,3
tusimple,tusimple_test_clips_0530_1492631526538379247_0_20.jpg,0.987,0.944,0.442,0.635,0.001,3
tusimple,tusimple_test_clips_0530_1492631529538772768_0_20.jpg,1,0.84,0.449,0.62,0,3
tusimple,tusimple_test_clips_0530_1492631537532668842_0_20.jpg,0.975,0.81,0.355,0.6,0,3
tusimple,tusimple_test_clips_0530_1492631538531201477_0_20.jpg,1,0.851,0.349,0.618,0,3
tusimple,tusimple_test_clips_0530_1492631547531297041_0_20.jpg,0.944,1,0.354,0.657,0,3
tusimple,tusimple_test_clips_0530_1492631551523307470_0_20.jpg,0.883,1,0.364,0.615,0.001,3
tusimple,tusimple_test_clips_0530_1492631559518595143_0_20.jpg,1,0.877,0.356,0.55,0,3
tusimple,tusimple_test_clips_0530_1492631565514997005_0_20.jpg,1,0.815,0.325,0.669,0,3
tusimple,tusimple_test_clips_0530_1492631569512810732_0_20.jpg,1,0.795,0.292,0.604,0,3
tusimple,tusimple_test_clips_0530_1492631606490193282_0_20.jpg,1,0.775,0.338,0.619,0,3
tusimple,tusimple_test_clips_0530_1492631607491681471_0_20.jpg,1,0.747,0.367,0.645,0,3
tusimple,tusimple_test_clips_0530_1492631608489007266_0_20.jpg,1,0.702,0.354,0.628,0,3
tusimple,tusimple_test_clips_0530_1492631614487766374_0_20.jpg,1,0.826,0.36,0.613,0.006,3
tusimple,tusimple_test_clips_0530_1492631637474112002_0_20.jpg,0.983,0.731,0.323,0.623,0,3
tusimple,tusimple_test_clips_0530_1492631645466782810_0_20.jpg,1,0.714,0.375,0.659,0,3
tusimple,tusimple_test_clips_0530_1492631646466294247_0_20.jpg,0.994,0.829,0.435,0.605,0.001,3
tusimple,tusimple_test_clips_0530_1492631648465024127_0_20.jpg,1,0.854,0.393,0.629,0,3
tusimple,tusimple_test_clips_0530_1492631665454690042_0_20.jpg,0.987,0.634,0.281,0.659,0,3
tusimple,tusimple_test_clips_0530_1492631683443944095_0_20.jpg,0.97,0.747,0.319,0.609,0,3
tusimple,tusimple_test_clips_0530_1492631690441767008_0_20.jpg,1,0.784,0.384,0.64,0,3
tusimple,tusimple_test_clips_0530_1492631691439206574_0_20.jpg,1,0.775,0.338,0.645,0.001,3
tusimple,tusimple_test_clips_0530_1492631695436701013_0_20.jpg,0.987,0.682,0.297,0.615,0,3
tusimple,tusimple_test_clips_0530_1492631696438260848_0_20.jpg,1,0.587,0.265,0.673,0,3
tusimple,tusimple_test_clips_0530_1492631698435714677_0_20.jpg,1,0.732,0.354,0.63,0,3
tusimple,tusimple_test_clips_0530_1492631701435544614_0_20.jpg,1,0.844,0.397,0.521,0.003,3
tusimple,tusimple_test_clips_0530_1492631702432500627_0_20.jpg,1,0.783,0.377,0.61,0,3
tusimple,tusimple_test_clips_0530_1492631707429478129_0_20.jpg,1,0.623,0.307,0.581,0.004,3
tusimple,tusimple_test_clips_0530_1492631751402989647_0_20.jpg,0.987,0.597,0.267,0.622,0,3
tusimple,tusimple_test_clips_0530_1492631754401324989_0_20.jpg,0.969,0.66,0.294,0.698,0,3
tusimple,tusimple_test_clips_0530_1492631755400602161_0_20.jpg,1,0.635,0.304,0.648,0,3
tusimple,tusimple_test_clips_0530_1492631756399960120_0_20.jpg,1,0.724,0.298,0.603,0,3
tusimple,tusimple_test_clips_0530_1492631771393285810_0_20.jpg,1,0.752,0.301,0.564,0.01,3
tusimple,tusimple_test_clips_0530_1492631775388606359_0_20.jpg,1,0.683,0.309,0.625,0.008,3
tusimple,tusimple_test_clips_0530_1492631792380624623_0_20.jpg,0.955,0.701,0.303,0.62,0,3
tusimple,tusimple_test_clips_0530_1492631796376004485_0_20.jpg,0.988,0.655,0.298,0.583,0,3
tusimple,tusimple_test_clips_0530_1492631810367593927_0_20.jpg,0.921,0.592,0.224,0.659,0.001,3
tusimple,tusimple_test_clips_0530_1492631821360983765_0_20.jpg,0.944,0.553,0.14,0.666,0,3
tusimple,tusimple_test_clips_0530_1492631827357795094_0_20.jpg,0.981,0.711,0.252,0.595,0.003,3
tusimple,tusimple_test_clips_0530_1492631836351837214_0_20.jpg,1,0.77,0.271,0.564,0,3
tusimple,tusimple_test_clips_0530_1492631838351091117_0_20.jpg,1,0.724,0.275,0.582,0,3
tusimple,tusimple_test_clips_0530_1492631839350132179_0_20.jpg,0.98,0.604,0.221,0.597,0,3
tusimple,tusimple_test_clips_0530_1492631842348297657_0_20.jpg,0.829,0.857,0.34,0.497,0.046,3
tusimple,tusimple_test_clips_0530_1492631862336313950_0_20.jpg,1,0.702,0.408,0.626,0.023,3
tusimple,tusimple_test_clips_0530_1492631863335658695_0_20.jpg,1,0.715,0.345,0.575,0.012,3
tusimple,tusimple_test_clips_0530_1492631864335060528_0_20.jpg,1,0.809,0.382,0.602,0.009,3
tusimple,tusimple_test_clips_0530_1492631870331560658_0_20.jpg,1,0.829,0.374,0.629,0.003,3
tusimple,tusimple_test_clips_0530_1492631876330156837_0_20.jpg,1,0.797,0.324,0.6,0.012,3
tusimple,tusimple_test_clips_0530_1492631892320971174_0_20.jpg,1,0.904,0.394,0.566,0.018,3
tusimple,tusimple_test_clips_0530_1492631893317644412_0_20.jpg,1,0.776,0.362,0.609,0.029,3
tusimple,tusimple_test_clips_0530_1492631894319299026_0_20.jpg,1,0.81,0.445,0.587,0.03,3
tusimple,tusimple_test_clips_0530_1492631896315935548_0_20.jpg,0.994,0.887,0.356,0.566,0.018,3
tusimple,tusimple_test_clips_0530_1492631897316962483_0_20.jpg,1,0.886,0.383,0.484,0.025,3
tusimple,tusimple_test_clips_0530_1492631905312041853_0_20.jpg,0.914,0.599,0.288,0.634,0.007,3
tusimple,tusimple_test_clips_0530_1492631910307419076_0_20.jpg,1,0.844,0.36,0.608,0.012,3
tusimple,tusimple_test_clips_0530_1492631911308701264_0_20.jpg,0.988,0.807,0.351,0.568,0.016,3
tusimple,tusimple_test_clips_0530_1492631917305318240_0_20.jpg,1,0.985,0.41,0.593,0.026,3
tusimple,tusimple_test_clips_0530_1492631928296597354_0_20.jpg,1,0.904,0.373,0.617,0.011,3
tusimple,tusimple_test_clips_0530_1492631932296588370_0_20.jpg,0.887,1,0.357,0.667,0.006,3
tusimple,tusimple_test_clips_0530_1492631934293011748_0_20.jpg,0.909,0.997,0.335,0.588,0,3
tusimple,tusimple_test_clips_0530_1492631938293361620_0_20.jpg,0.919,0.997,0.39,0.651,0.001,3
tusimple,tusimple_test_clips_0530_1492631940289412570_0_20.jpg,0.931,0.978,0.379,0.602,0,3
tusimple,tusimple_test_clips_0530_1492631950283400495_0_20.jpg,1,0.921,0.43,0.63,0.011,3
tusimple,tusimple_test_clips_0530_1492631951282846975_0_20.jpg,1,1,0.473,0.535,0,3
tusimple,tusimple_test_clips_0530_1492631954285944843_0_20.jpg,0.982,0.93,0.391,0.558,0,3
tusimple,tusimple_test_clips_0530_1492631955280466279_0_20.jpg,1,0.871,0.354,0.609,0,3
tusimple,tusimple_test_clips_0530_1492631968272565902_0_20.jpg,0.993,0.871,0.371,0.629,0.001,3
tusimple,tusimple_test_clips_0530_1492634594865383532_0_20.jpg,0.976,0.609,0.312,0.686,0.002,4
tusimple,tusimple_test_clips_0530_1492634604860920990_0_20.jpg,0.981,0.596,0.345,0.629,0.043,3
tusimple,tusimple_test_clips_0530_1492634608859302343_0_20.jpg,0.987,0.714,0.373,0.664,0.049,3
tusimple,tusimple_test_clips_0530_1492634615852746878_0_20.jpg,0.987,0.74,0.416,0.619,0.048,3
tusimple,tusimple_test_clips_0530_1492634623847903760_0_20.jpg,0.968,0.783,0.392,0.63,0.005,3
tusimple,tusimple_test_clips_0530_1492634627847664357_0_20.jpg,1,0.637,0.389,0.633,0,3
tusimple,tusimple_test_clips_0530_1492634637839471526_0_20.jpg,1,0.586,0.29,0.717,0.042,3
tusimple,tusimple_test_clips_0530_1492634647833846606_0_20.jpg,1,0.751,0.437,0.698,0.001,3
tusimple,tusimple_test_clips_0530_1492634650834468295_0_20.jpg,0.919,0.834,0.331,0.657,0.004,3
tusimple,tusimple_test_clips_0530_1492634651833690179_0_20.jpg,0.959,1,0.403,0.543,0.009,3
tusimple,tusimple_test_clips_0530_1492634654829160643_0_20.jpg,0.963,0.921,0.356,0.638,0.06,3
tusimple,tusimple_test_clips_0530_1492634666822063122_0_20.jpg,0.673,1,0.681,0.692,0.034,3
tusimple,tusimple_test_clips_0530_1492634673818381346_0_20.jpg,0.788,1,0.69,0.652,0.002,3
tusimple,tusimple_test_clips_0530_1492634674817118562_0_20.jpg,0.69,1,0.696,0.621,0.004,3
tusimple,tusimple_test_clips_0530_1492634680813576434_0_20.jpg,0.841,1,0.809,0.635,0.013,3
tusimple,tusimple_test_clips_0530_1492634693807620645_0_20.jpg,0.821,1,0.731,0.617,0.004,3
tusimple,tusimple_test_clips_0530_1492634706797897634_0_20.jpg,0.868,1,0.752,0.505,0.036,3
tusimple,tusimple_test_clips_0530_1492634707798183618_0_20.jpg,0.887,1,0.753,0.543,0.041,3
tusimple,tusimple_test_clips_0530_1492634709796152316_0_20.jpg,0.865,1,0.734,0.561,0.006,3
tusimple,tusimple_test_clips_0530_1492634716793858745_0_20.jpg,0.818,1,0.63,0.549,0,3
tusimple,tusimple_test_clips_0530_1492634718793469969_0_20.jpg,0.764,1,0.665,0.634,0,3
tusimple,tusimple_test_clips_0530_1492634720789508931_0_20.jpg,0.859,1,0.762,0.641,0.001,3
tusimple,tusimple_test_clips_0530_1492634738781055231_0_20.jpg,0.826,0.916,0.709,0.664,0.053,3
tusimple,tusimple_test_clips_0530_1492634749772025677_0_20.jpg,0.827,1,0.684,0.53,0,3
tusimple,tusimple_test_clips_0530_1492634753769599121_0_20.jpg,0.843,1,0.772,0.607,0,3
tusimple,tusimple_test_clips_0530_1492634759766028508_0_20.jpg,0.786,0.867,0.716,0.616,0.096,3
tusimple,tusimple_test_clips_0530_1492634769761772778_0_20.jpg,1,0.775,0.69,0.624,0.093,3
tusimple,tusimple_test_clips_0530_1492634771758865937_0_20.jpg,0.915,0.813,0.68,0.623,0.104,3
tusimple,tusimple_test_clips_0530_1492634775759008873_0_20.jpg,1,0.778,0.685,0.64,0.091,3
tusimple,tusimple_test_clips_0530_1492634784753555633_0_20.jpg,0.803,0.775,0.633,0.712,0.001,3
tusimple,tusimple_test_clips_0530_1492634805738370765_0_20.jpg,1,1,0.638,0.55,0.097,3
tusimple,tusimple_test_clips_0530_1492634809735890717_0_20.jpg,0.924,0.96,0.656,0.462,0.121,3
tusimple,tusimple_test_clips_0530_1492634811734725961_0_20.jpg,0.924,0.988,0.659,0.559,0.11,3
tusimple,tusimple_test_clips_0530_1492634812734469881_0_20.jpg,0.93,0.954,0.671,0.631,0.133,3
tusimple,tusimple_test_clips_0530_1492634818732650649_0_20.jpg,0.848,1,0.67,0.488,0.115,3
tusimple,tusimple_test_clips_0530_1492634826725747878_0_20.jpg,0.919,1,0.689,0.58,0,3
tusimple,tusimple_test_clips_0530_1492634830723338154_0_20.jpg,0.842,1,0.699,0.495,0,3
tusimple,tusimple_test_clips_0530_1492634838720404787_0_20.jpg,0.856,1,0.647,0.486,0,3
tusimple,tusimple_test_clips_0530_1492634853709505378_0_20.jpg,1,0.899,0.649,0.603,0.165,3
tusimple,tusimple_test_clips_0530_1492634856707709511_0_20.jpg,0.956,0.785,0.543,0.636,0.2,3
tusimple,tusimple_test_clips_0530_1492634880695220231_0_20.jpg,0.79,0.956,0.686,0.49,0,3
tusimple,tusimple_test_clips_0530_1492634887689149786_0_20.jpg,0.951,0.766,0.63,0.532,0.126,3
tusimple,tusimple_test_clips_0530_1492634912676502495_0_20.jpg,0.797,0.849,0.45,0.532,0.154,3
tusimple,tusimple_test_clips_0530_1492634913673448129_0_20.jpg,0.798,0.84,0.414,0.564,0.14,3
tusimple,tusimple_test_clips_0530_1492634921668613973_0_20.jpg,0.818,0.759,0.575,0.629,0.033,3
tusimple,tusimple_test_clips_0530_1492634926665916146_0_20.jpg,0.811,0.837,0.62,0.597,0.044,3
tusimple,tusimple_test_clips_0530_1492634929663830347_0_20.jpg,0.816,0.98,0.619,0.467,0.003,3
tusimple,tusimple_test_clips_0530_1492634934660770171_0_20.jpg,1,0.971,0.648,0.415,0.038,3
tusimple,tusimple_test_clips_0530_1492634939657756982_0_20.jpg,0.777,0.781,0.608,0.498,0.039,3
tusimple,tusimple_test_clips_0530_1492634947653298066_0_20.jpg,0.686,0.901,0.618,0.505,0.09,3
tusimple,tusimple_test_clips_0530_1492634949652914954_0_20.jpg,0.755,0.898,0.626,0.575,0.054,3
tusimple,tusimple_test_clips_0530_1492634963643566032_0_20.jpg,0.791,0.879,0.552,0.544,0.001,3
tusimple,tusimple_test_clips_0530_1492634969639782632_0_20.jpg,0.732,0.909,0.635,0.571,0.003,3
tusimple,tusimple_test_clips_0530_1492634972638999132_0_20.jpg,0.725,0.784,0.534,0.573,0.003,3
tusimple,tusimple_test_clips_0530_1492634984630682349_0_20.jpg,0.927,0.525,0.467,0.659,0.097,3
tusimple,tusimple_test_clips_0530_1492634987628941789_0_20.jpg,0.899,0.541,0.591,0.674,0.06,3
tusimple,tusimple_test_clips_0530_1492635003621479316_0_20.jpg,1,1,0.625,0.591,0.258,3
tusimple,tusimple_test_clips_0530_1492635018610365318_0_20.jpg,0.886,1,0.696,0.537,0.097,3
tusimple,tusimple_test_clips_0530_1492635022607983077_0_20.jpg,0.851,1,0.663,0.543,0.006,3
tusimple,tusimple_test_clips_0530_1492635031602544043_0_20.jpg,0.881,0.848,0.643,0.56,0.019,4
tusimple,tusimple_test_clips_0530_1492635037601101665_0_20.jpg,0.908,0.907,0.673,0.52,0,3
tusimple,tusimple_test_clips_0530_1492635041596493583_0_20.jpg,0.974,0.851,0.472,0.535,0.097,3
tusimple,tusimple_test_clips_0530_1492635044594834286_0_20.jpg,0.738,1,0.615,0.619,0.049,3
tusimple,tusimple_test_clips_0530_1492635060585336187_0_20.jpg,0.82,0.448,0.341,0.605,0.199,3
tusimple,tusimple_test_clips_0530_1492635062583801430_0_20.jpg,1,0.49,0.284,0.524,0.197,3
tusimple,tusimple_test_clips_0530_1492635067580787261_0_20.jpg,0.848,0.592,0.29,0.632,0.109,3
tusimple,tusimple_test_clips_0530_1492635069579703886_0_20.jpg,0.803,0.525,0.38,0.593,0.156,3
tusimple,tusimple_test_clips_0530_1492635070579092854_0_20.jpg,0.936,0.497,0.344,0.552,0.165,3
tusimple,tusimple_test_clips_0530_1492635086669293239_0_20.jpg,1,0.617,0.407,0.572,0.314,3
tusimple,tusimple_test_clips_0530_1492635091566406686_0_20.jpg,0.748,0.825,0.481,0.548,0.031,3
tusimple,tusimple_test_clips_0530_1492635093566778947_0_20.jpg,0.748,0.86,0.431,0.5,0.014,3
tusimple,tusimple_test_clips_0530_1492635096563426853_0_20.jpg,0.981,0.457,0.434,0.599,0.19,3
